marca,modelo,tipo_dnrpa,tipo_sistema
ZANELLA,NEW FIRE 50CC,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 50CC 4T,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 70 CC 4T,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 70 ECONO,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 70 FULL,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 70 PLUS,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 90,CICLOMOTOR,Moto
ZANELLA,NEW FIRE 90 4V,CICLOMOTOR,Moto
ZANELLA,NEW FIRE POWER 70,CICLOMOTOR,Moto
ZANELLA,PATAGONIA EAGLE 250 II,MOTOCICLETA,Moto
ZANELLA,PATAGONIAN EAGLE 125,MOTOCICLETA,Moto
ZANELLA,PATAGONIAN EAGLE 150,MOTOCICLETA,Moto
ZANELLA,PATAGONIAN EAGLE 250,MOTOCICLETA,Moto
ZANELLA,PATAGONIAN EAGLE 250 II,MOTOCICLETA,Moto
ZANELLA,PATAGONIAN EAGLE 350,MOTOCICLETA,Moto
ZANELLA,POCKET,CICLOMOTOR / MOTOCICLETA / SIN ESPECIFICACION,Moto
ZANELLA,POCKET AUTOMIX,CICLOMOTOR,Moto
ZANELLA,POCKET EK,CICLOMOTOR,Moto
ZANELLA,POCKET GL,CICLOMOTOR,Moto
ZANELLA,POCKET PLUS,CICLOMOTOR,Moto
ZANELLA,RALLY 50CC,CICLOMOTOR,Moto
ZANELLA,RAPTOR,CICLOMOTOR,Moto
ZANELLA,RAPTOR 4 TIEMPOS,CICLOMOTOR,Moto
ZANELLA,RK6,MOTOCICLETA,Moto
ZANELLA,RKS,MOTOCICLETA,Moto
ZANELLA,RKV,MOTOCICLETA,Moto
ZANELLA,RX 125,MOTOCICLETA,Moto
ZANELLA,RX 125 SPORT,MOTOCICLETA,Moto
ZANELLA,RX 150,MOTOCICLETA,Moto
ZANELLA,RX 150 F,MOTOCICLETA,Moto
ZANELLA,RX 150 G3,MOTOCICLETA,Moto
ZANELLA,RX 150 GLADIATOR,MOTOCICLETA,Moto
ZANELLA,RX 150 NEXT,MOTOCICLETA,Moto
ZANELLA,RX 150 R,MOTOCICLETA,Moto
ZANELLA,RX 150 Z7,MOTOCICLETA,Moto
ZANELLA,RX 200,MOTOCICLETA,Moto
ZANELLA,RX 200 G2,MOTOCICLETA,Moto
ZANELLA,RX 200 MONACO,MOTOCICLETA,Moto
ZANELLA,RX 200 NAKED,MOTOCICLETA,Moto
ZANELLA,RX 200 NEXT,MOTOCICLETA,Moto
ZANELLA,RX 250,MOTOCICLETA,Moto
ZANELLA,RX 350 NAKED,MOTOCICLETA,Moto
ZANELLA,RX150,MOTOCICLETA,Moto
ZANELLA,RX200,MOTOCICLETA,Moto
ZANELLA,RX250,MOTOCICLETA,Moto
ZANELLA,RZ 25,MOTOCICLETA,Moto
ZANELLA,RZ 300,MOTOCICLETA,Moto
ZANELLA,RZ 35 R,MOTOCICLETA,Moto
ZANELLA,RZ 400,MOTOCICLETA,Moto
ZANELLA,RZ 650,MOTOCICLETA,Moto
ZANELLA,RZ 650 MT,MOTOCICLETA,Moto
ZANELLA,RZ3,MOTOCICLETA,Moto
ZANELLA,RZ7,MOTOCICLETA,Moto
ZANELLA,SAPUCAI 125,MOTOCICLETA,Moto
ZANELLA,SAPUCAI 150,MOTOCICLETA,Moto
ZANELLA,SAPUCAI 150 F,MOTOCICLETA,Moto
ZANELLA,SEXY 110,MOTOCICLETA,Moto
ZANELLA,SEXY 125,MOTOCICLETA,Moto
ZANELLA,SOL,CICLOMOTOR,Moto
ZANELLA,SOL 100,MOTOCICLETA,Moto
ZANELLA,SOL 100 AUTOMATICA,MOTOCICLETA,Moto
ZANELLA,SOL 50 ECONO,CICLOMOTOR,Moto
ZANELLA,SOL 50 MAX,CICLOMOTOR,Moto
ZANELLA,SOL 70,MOTOCICLETA,Moto
ZANELLA,SOL 70 4 TIEMPOS,CICLOMOTOR,Moto
ZANELLA,SOL 90,MOTOCICLETA,Moto
ZANELLA,SOL 90 4V,MOTOCICLETA,Moto
ZANELLA,SOL 90 AUTOMATIC,MOTOCICLETA,Moto
ZANELLA,SOL BUSINESS,MOTOCICLETA,Moto
ZANELLA,SOL MAX,CICLOMOTOR,Moto
ZANELLA,SOL MAX 47,CICLOMOTOR,Moto
ZANELLA,SOL SPEED,CICLOMOTOR,Moto
ZANELLA,SPEEDCRUISER,MOTOCICLETA,Moto
ZANELLA,SPEEDLIGHT 200,MOTOCICLETA,Moto
ZANELLA,STYLER,MOTOCICLETA,Moto
ZANELLA,STYLER 125 CRUISER,MOTOCICLETA,Moto
ZANELLA,STYLER 125 EXCLUSIVE,MOTOCICLETA,Moto
ZANELLA,STYLER 150 CRUISER,MOTOCICLETA / SCOOTER,Moto
ZANELLA,STYLER 150 EXCLUSIVE,MOTOCICLETA,Moto
ZANELLA,STYLER 150 RS,MOTONETA / SCOOTER,Moto
ZANELLA,STYLER 150 RT,MOTOCICLETA,Moto
ZANELLA,STYLER 50,MOTOCICLETA,Moto
ZANELLA,STYLER 50 CLASSIC,SCOOTER,Moto
ZANELLA,STYLER RS 150,MOTONETA / SCOOTER,Moto
ZANELLA,SWING,MOTOCICLETA / SCOOTER,Moto
ZANELLA,TRICARGO,CICLOMOTOR,Moto
ZANELLA,TX,MOTOCICLETA,Moto
ZANELLA,VENTO,MOTOCICLETA,Moto
ZANELLA,VENTO 3V,MOTOCICLETA,Moto
ZANELLA,VENTO CLASSIC,MOTOCICLETA,Moto
ZANELLA,Z-CAP,MOTOCICLETA,Moto
ZANELLA,Z-CAP 50,MOTOCICLETA,Moto
ZANELLA,Z-CARGA 4 TIEMPOS,CICLOMOTOR,Moto
ZANELLA,ZANELLA SOL 70 ECONO,CICLOMOTOR,Moto
ZANELLA,ZB 110,MOTOCICLETA,Moto
ZANELLA,ZB 110 R,MOTOCICLETA,Moto
ZANELLA,ZB 110 WHITE SHARK,MOTOCICLETA,Moto
ZANELLA,ZB 110D,MOTOCICLETA,Moto
ZANELLA,ZB 125 R,MOTOCICLETA,Moto
ZANELLA,ZB 125 SHARK,MOTOCICLETA,Moto
ZANELLA,ZB 125R,MOTOCICLETA,Moto
ZANELLA,ZB 125R XENON,MOTOCICLETA,Moto
ZANELLA,ZB Z3 110 F,MOTOCICLETA,Moto
ZANELLA,ZB Z3 110 ST,MOTOCICLETA,Moto
ZANELLA,ZB110,MOTOCICLETA,Moto
ZANELLA,ZB110 RT,MOTOCICLETA,Moto
ZANELLA,ZB110 SHARK,MOTOCICLETA,Moto
ZANELLA,ZB110D,MOTOCICLETA,Moto
ZANELLA,ZB125,MOTOCICLETA,Moto
ZANELLA,ZCARGA CRAZY 70CC 2T,MOTOCICLETA,Moto
ZANELLA,ZR 125,MOTOCICLETA,Moto
ZANELLA,ZR 125 MOTARD,MOTOCICLETA,Moto
ZANELLA,ZR 150,MOTOCICLETA,Moto
ZANELLA,ZR 150 OHC V2,MOTOCICLETA,Moto
ZANELLA,ZR 150 ZT,MOTOCICLETA,Moto
ZANELLA,ZR 200,MOTOCICLETA,Moto
ZANELLA,ZR 200 ENDURO,MOTOCICLETA,Moto
ZANELLA,ZR 250,MOTOCICLETA,Moto
ZANELLA,ZSC125,SCOOTER,Moto
ZANELLA,ZTT 200 ENDURO,MOTOCICLETA,Moto
ZANELLA,ZTT 200 MOTARD,MOTOCICLETA,Moto
ZANELLA,ZTT 250 ENDURO,MOTOCICLETA,Moto
ZANELLA,ZTT 250 MOTARD,MOTOCICLETA,Moto
ZANELLA,ZTT 250 SUPERMOTARD,MOTOCICLETA,Moto
ZANELLA,ZTT200,MOTOCICLETA,Moto
ZANELLA,ZTT200 ENDURO,MOTOCICLETA,Moto
ZANELLA,ZTT200 MOTARD,MOTOCICLETA,Moto
ZANELLA,ZTT250 SUPERMOTARD,MOTOCICLETA,Moto
ZONTES,350 D,SCOOTER,Moto
ZONTES,350 E,SCOOTER,Moto
ZONTES,350 M,SCOOTER,Moto
ZONTES,350 R,MOTOCICLETA,Moto
ZONTES,350 T,MOTOCICLETA,Moto
ZONTES,350 V,MOTOCICLETA,Moto
ZONTES,350 X,MOTOCICLETA,Moto
ZONTES,368 E,SCOOTER,Moto
ZONTES,368 G,SCOOTER,Moto
ZONTES,703F,MOTOCICLETA,Moto
ZONTES,703RR,MOTOCICLETA,Moto
